Date,Wind_Total Generation,Solar_Total Generation,System Load
2022-08-18,206,310.0,7326
2022-08-19,558,292.0,7395
2022-08-20,449,266.0,6971
2022-08-21,413,240.0,6824
2022-08-22,157,221.0,7135
2022-08-23,301,151.0,6966
2022-08-24,110,193.0,7030
2022-08-25,295,152.0,7038
2022-08-26,760,137.0,7132
2022-08-27,1179,101.0,6641
2022-08-28,926,140.0,6368
2022-08-29,487,145.0,6874
2022-08-30,195,165.0,7183
2022-08-31,334,166.0,7330
2022-09-01,868,140.0,7147
2022-09-02,415,166.0,7067
2022-09-03,652,129.0,6952
2022-09-04,1235,114.0,7020
2022-09-05,1145,129.0,6739
2022-09-06,363,150.0,6656
2022-09-07,1144,148.0,6811
2022-09-08,486,109.0,6568
2022-09-09,339,189.0,6496
2022-09-10,596,218.0,6408
2022-09-11,1239,199.0,6641
2022-09-12,617,76.0,6742
2022-09-13,453,111.0,6694
2022-09-14,168,252.0,6645
2022-09-15,403,246.0,6744
2022-09-16,716,165.0,6897
2022-09-17,514,257.0,6499
2022-09-18,93,230.0,6374
2022-09-19,873,136.0,6780
2022-09-20,316,260.0,6649
2022-09-21,622,285.0,6674
2022-09-22,524,69.0,6662
2022-09-23,1588,192.0,6731
2022-09-24,867,264.0,6415
2022-09-25,466,237.0,6349
2022-09-26,301,242.0,6603
2022-09-27,604,230.0,6734
2022-09-28,271,217.0,6776
2022-09-29,778,124.0,6819
2022-09-30,431,115.0,6680
2022-10-01,212,262.0,6272
2022-10-02,144,243.0,6247
2022-10-03,277,264.0,6491
2022-10-04,462,266.0,6503
2022-10-05,549,232.0,6576
2022-10-06,315,259.0,6563
2022-10-07,207,245.0,6539
2022-10-08,161,275.0,6328
2022-10-09,173,266.0,6275
2022-10-10,1626,156.0,6504
2022-10-11,921,258.0,6604
2022-10-12,571,214.0,6557
2022-10-13,518,260.0,6577
2022-10-14,1090,147.0,6653
2022-10-15,358,250.0,6427
2022-10-16,574,252.0,6353
2022-10-17,952,236.0,6714
2022-10-18,463,226.0,6638
2022-10-19,835,226.0,6775
2022-10-20,1020,91.0,6703
2022-10-21,317,29.0,6694
2022-10-22,650,34.0,6600
2022-10-23,770,41.0,6593
2022-10-24,1531,172.0,6837
2022-10-25,1123,156.0,6811
2022-10-26,1467,208.0,6810
2022-10-27,2000,108.0,6801
2022-10-28,1696,87.0,6842
2022-10-29,1765,137.0,6689
2022-10-30,1892,43.0,6616
2022-10-31,822,70.0,6809
2022-11-01,668,25.0,7032
2022-11-02,1164,42.0,7217
2022-11-03,1141,174.0,7264
2022-11-04,1709,148.0,7239
2022-11-05,1695,53.0,7201
2022-11-06,584,98.0,7078
2022-11-07,742,47.0,7467
2022-11-08,260,158.0,7474
2022-11-09,69,102.0,7492
2022-11-10,980,164.0,7583
2022-11-11,1012,179.0,7329
2022-11-12,519,95.0,7086
2022-11-13,617,148.0,7027
2022-11-14,923,182.0,7264
2022-11-15,1094,133.0,7236
2022-11-16,1173,67.0,7340
2022-11-17,891,160.0,7514
2022-11-18,1416,169.0,7477
2022-11-19,1728,158.0,7144
2022-11-20,1449,81.0,6978
2022-11-21,1523,154.0,7214
2022-11-22,1843,60.0,7276
2022-11-23,1460,130.0,7219
2022-11-24,2053,25.0,7263
2022-11-25,1763,77.0,7281
2022-11-26,1324,147.0,7069
2022-11-27,1633,29.0,7291
2022-11-28,1320,53.0,7776
2022-11-29,458,120.0,7850
2022-11-30,604,38.0,8019
2022-12-01,239,55.0,7938
2022-12-02,169,80.0,7958
2022-12-03,1345,135.0,7643
2022-12-04,1067,120.0,7408
2022-12-05,430,14.0,7762
2022-12-06,412,20.0,7984
2022-12-07,1695,101.0,7761
2022-12-08,1674,79.0,7541
2022-12-09,1290,118.0,7475
2022-12-10,942,76.0,7277
2022-12-11,735,43.0,7365
2022-12-12,221,54.0,7694
2022-12-13,803,117.0,7586
2022-12-14,1015,51.0,7445
2022-12-15,649,100.0,7549
2022-12-16,1450,45.0,7561
2022-12-17,1356,47.0,7668
2022-12-18,438,49.0,7722
2022-12-19,652,101.0,8188
2022-12-20,163,24.0,8263
2022-12-21,384,43.0,8311
2022-12-22,400,82.0,8269
2022-12-23,1088,29.0,7992
2022-12-24,1335,55.0,7535
2022-12-25,1096,93.0,7090
2022-12-26,1670,44.0,7031
2022-12-27,1046,13.0,7217
2022-12-28,569,30.0,7321
2022-12-29,1198,82.0,7382
2022-12-30,1311,72.0,7435
2022-12-31,1049,100.0,7187
2023-01-01,713,128.0,6889
2023-01-02,948,126.0,7113
2023-01-03,1675,130.0,7421
2023-01-04,1548,143.0,7495
2023-01-05,979,85.0,7450
2023-01-06,1945,128.0,7390
2023-01-07,1492,88.0,7158
2023-01-08,1101,49.0,7094
2023-01-09,1183,128.0,7348
2023-01-10,710,122.0,7404
2023-01-11,441,91.0,7440
2023-01-12,1488,47.0,7568
2023-01-13,1458,80.0,7475
2023-01-14,1174,97.0,7135
2023-01-15,80,22.0,7053
2023-01-16,380,29.0,7297
2023-01-17,607,51.0,7194
2023-01-18,1383,121.0,7335
2023-01-19,1010,89.0,7193
2023-01-20,1614,93.0,7257
2023-01-21,1689,147.0,6894
2023-01-22,1590,40.0,7083
2023-01-23,1977,75.0,7417
2023-01-24,1576,67.0,7266
2023-01-25,1407,40.0,7244
2023-01-26,1759,112.0,7302
2023-01-27,845,15.0,7368
2023-01-28,669,85.0,7412
2023-01-29,1071,136.0,7468
2023-01-30,1307,84.0,7606
2023-01-31,1407,82.0,7603
2023-02-01,1351,51.0,7647
2023-02-02,1333,44.0,7660
2023-02-03,1983,101.0,7433
2023-02-04,2120,149.0,7052
2023-02-05,1849,92.0,7037
2023-02-06,1920,163.0,7303
2023-02-07,2030,38.0,7233
2023-02-08,1486,123.0,7170
2023-02-09,1838,161.0,7373
2023-02-10,2192,189.0,7311
2023-02-11,1865,204.0,7017
2023-02-12,1890,151.0,6958
2023-02-13,1480,65.0,7234
2023-02-14,700,212.0,7332
2023-02-15,832,207.0,7313
2023-02-16,1825,109.0,7381
2023-02-17,1574,118.0,7226
2023-02-18,824,172.0,6996
2023-02-19,1421,174.0,7014
2023-02-20,663,66.0,7112
2023-02-21,823,103.0,7570
2023-02-22,318,121.0,7786
2023-02-23,73,132.0,7828
2023-02-24,909,197.0,7847
2023-02-25,1375,223.0,7385
2023-02-26,1761,182.0,7240
2023-02-27,1095,284.0,7383
2023-02-28,732,140.0,7509
2023-03-01,1223,245.0,7277
2023-03-02,1974,267.0,7220
2023-03-03,1535,270.0,7180
2023-03-04,629,345.0,6952
2023-03-05,721,109.0,7088
2023-03-06,660,157.0,7328
2023-03-07,445,243.0,7307
2023-03-08,326,164.0,7387
2023-03-09,835,270.0,7402
2023-03-10,965,137.0,7423
2023-03-11,552,301.0,7077
2023-03-12,913,324.0,7114
2023-03-13,1669,227.0,7362
2023-03-14,1417,324.0,7262
2023-03-15,586,304.0,7133
2023-03-16,610,384.0,7098
2023-03-17,847,389.0,7010
2023-03-18,1137,322.0,6732
2023-03-19,143,390.0,6540
2023-03-20,229,363.0,6818
2023-03-21,288,363.0,6933
2023-03-22,795,311.0,6923
2023-03-23,1560,376.0,6996
2023-03-24,808,349.0,6885
2023-03-25,154,276.0,6616
2023-03-26,178,310.0,6576
2023-03-27,151,256.0,6923
2023-03-28,317,413.0,6923
2023-03-29,677,410.0,6843
2023-03-30,541,387.0,6927
2023-03-31,1958,371.0,6954
2023-04-01,1802,262.0,6629
2023-04-02,1192,170.0,6605
2023-04-03,163,198.0,6683
2023-04-04,120,232.0,6679
2023-04-05,903,411.0,6749
2023-04-06,1679,438.0,6763
2023-04-07,2136,348.0,6537
2023-04-08,2412,345.0,6473
2023-04-09,2420,223.0,6421
2023-04-10,1551,266.0,6646
2023-04-11,1593,317.0,6790
2023-04-12,428,245.0,6749
2023-04-13,107,296.0,6607
2023-04-14,303,375.0,6592
2023-04-15,1239,437.0,6446
2023-04-16,1281,382.0,6375
2023-04-17,1985,312.0,6847
2023-04-18,554,302.0,6625
2023-04-19,738,81.0,6743
2023-04-20,225,140.0,6627
2023-04-21,125,188.0,6611
2023-04-22,905,392.0,6362
2023-04-23,1787,358.0,6481
2023-04-24,1050,282.0,6699
2023-04-25,1719,346.0,6747
2023-04-26,1420,257.0,6648
2023-04-27,1407,420.0,6664
2023-04-28,1044,412.0,6591
2023-04-29,809,468.0,6320
2023-04-30,1717,474.0,6456
2023-05-01,1684,447.0,6755
2023-05-02,536,483.0,6707
2023-05-03,623,476.0,6767
2023-05-04,1327,382.0,7022
2023-05-05,1762,391.0,6925
2023-05-06,1536,134.0,6315
2023-05-07,698,286.0,6126
2023-05-08,723,363.0,6541
2023-05-09,232,352.0,6364
2023-05-10,111,384.0,6521
2023-05-11,213,313.0,6492
2023-05-12,132,454.0,6568
2023-05-13,573,508.0,6420
2023-05-14,1004,433.0,6424
2023-05-15,1232,472.0,6877
2023-05-16,1659,381.0,6653
2023-05-17,668,299.0,6401
2023-05-18,422,515.0,6416
2023-05-19,1462,436.0,6729
2023-05-20,598,340.0,6386
2023-05-21,1303,441.0,6473
2023-05-22,1641,294.0,6568
2023-05-23,1563,474.0,6743
2023-05-24,447,325.0,6395
2023-05-25,466,333.0,6394
2023-05-26,97,447.0,6428
2023-05-27,474,311.0,6479
2023-05-28,490,480.0,6395
2023-05-29,863,412.0,6768
2023-05-30,1006,531.0,6722
2023-05-31,747,428.0,6595
2023-06-01,1226,182.0,6500
2023-06-02,376,455.0,6476
2023-06-03,286,219.0,6299
2023-06-04,560,531.0,6483
2023-06-05,714,525.0,6650
2023-06-06,780,359.0,6557
2023-06-07,268,519.0,6812
2023-06-08,736,447.0,6977
2023-06-09,869,364.0,6900
2023-06-10,1280,425.0,6704
2023-06-11,1137,398.0,6550
2023-06-12,408,454.0,6916
2023-06-13,1299,509.0,7059
2023-06-14,1841,182.0,6687
2023-06-15,1567,338.0,6476
2023-06-16,1869,459.0,6461
2023-06-17,984,396.0,6228
2023-06-18,1405,203.0,6357
2023-06-19,2272,431.0,6485
2023-06-20,1534,234.0,6565
2023-06-21,770,455.0,6512
2023-06-22,314,549.0,6600
2023-06-23,438,534.0,6703
2023-06-24,764,481.0,6694
2023-06-25,716,432.0,6536
2023-06-26,93,500.0,7025
2023-06-27,276,426.0,7087
2023-06-28,272,428.0,7192
2023-06-29,632,508.0,7332
2023-06-30,542,395.0,7183
2023-07-01,1542,518.0,6754
2023-07-02,1191,418.0,6306
2023-07-03,1285,362.0,6504
2023-07-04,241,358.0,6632
2023-07-05,163,509.0,6798
2023-07-06,394,384.0,6926
2023-07-07,185,403.0,6938
2023-07-08,107,512.0,6828
2023-07-09,261,490.0,6970
2023-07-10,898,399.0,7156
2023-07-11,527,373.0,7039
2023-07-12,407,378.0,7011
2023-07-13,778,271.0,7070
2023-07-14,704,345.0,7016
2023-07-15,212,394.0,6781
2023-07-16,657,460.0,6798
2023-07-17,1742,349.0,7140
2023-07-18,1361,413.0,7024
2023-07-19,317,425.0,7000
2023-07-20,440,460.0,7216
2023-07-21,287,415.0,7248
2023-07-22,821,516.0,7164
2023-07-23,851,509.0,7044
2023-07-24,942,446.0,7576
2023-07-25,2193,426.0,7345
2023-07-26,1644,495.0,6930
2023-07-27,557,380.0,6752
2023-07-28,291,204.0,6666
2023-07-29,665,455.0,6664
2023-07-30,1042,395.0,6926
2023-07-31,767,516.0,7140
2023-08-01,680,528.0,7009
2023-08-02,665,444.0,7103
2023-08-03,1195,497.0,7098
2023-08-04,649,443.0,7026
2023-08-05,375,344.0,6644
2023-08-06,325,453.0,6609
2023-08-07,256,410.0,6735
2023-08-08,588,345.0,6852
2023-08-09,1392,243.0,6983
2023-08-10,1499,347.0,6870
2023-08-11,902,464.0,6842
2023-08-12,605,282.0,6521
2023-08-13,301,500.0,6683
2023-08-14,715,487.0,7321
2023-08-15,877,461.0,7333
2023-08-16,733,456.0,7238
2023-08-17,1359,384.0,7459
2023-08-18,1471,266.0,7002
2023-08-19,448,324.0,6325
2023-08-20,804,237.0,6359
2023-08-21,372,138.0,6650
2023-08-22,149,191.0,6696
2023-08-23,1460,396.0,6873
2023-08-24,1397,379.0,6770
2023-08-25,398,428.0,6586
2023-08-26,703,472.0,6639
2023-08-27,172,446.0,6619
2023-08-28,266,458.0,7127
2023-08-29,841,402.0,7295
2023-08-30,1867,199.0,7318
2023-08-31,1679,192.0,7012
2023-09-01,750,379.0,6810
2023-09-02,1620,372.0,6715
2023-09-03,1816,257.0,6513
2023-09-04,469,94.0,6330
2023-09-05,1186,347.0,6702
2023-09-06,403,252.0,6488
2023-09-07,416,446.0,6611
2023-09-08,605,173.0,6617
2023-09-09,403,407.0,6479
2023-09-10,922,467.0,6477
2023-09-11,1450,380.0,6861
2023-09-12,925,369.0,6772
2023-09-13,835,268.0,6732
2023-09-14,713,443.0,6636
2023-09-15,875,447.0,6871
2023-09-16,1065,446.0,6733
2023-09-17,1908,229.0,6741
2023-09-18,1748,286.0,6820
2023-09-19,705,259.0,6688
2023-09-20,723,212.0,6703
2023-09-21,256,415.0,6716
2023-09-22,668,250.0,6757
2023-09-23,1435,329.0,6522
2023-09-24,1460,301.0,6462
2023-09-25,1247,250.0,6750
2023-09-26,1920,265.0,6799
2023-09-27,1442,233.0,6606
2023-09-28,1673,302.0,6654
2023-09-29,657,300.0,6623
2023-09-30,832,55.0,6538
2023-10-01,461,89.0,6366
2023-10-02,1251,177.0,6635
2023-10-03,777,240.0,6614
2023-10-04,1911,94.0,6798
2023-10-05,1246,151.0,6729
2023-10-06,1287,332.0,6712
2023-10-07,917,332.0,6500
2023-10-08,2066,326.0,6606
2023-10-09,1332,317.0,6566
2023-10-10,1275,164.0,6774
2023-10-11,1077,81.0,6805
2023-10-12,728,62.0,6678
2023-10-13,1412,77.0,6796
2023-10-14,2014,249.0,6595
2023-10-15,1552,253.0,6523
2023-10-16,1090,115.0,6741
2023-10-17,2451,160.0,6969
2023-10-18,2300,95.0,6947
2023-10-19,1987,271.0,6881
2023-10-20,926,155.0,6758
2023-10-21,913,98.0,6630
2023-10-22,503,49.0,6673
2023-10-23,1014,20.0,7085
2023-10-24,838,62.0,7143
2023-10-25,160,76.0,7153
2023-10-26,273,91.0,7162
2023-10-27,878,173.0,7206
2023-10-28,1864,105.0,7092
2023-10-29,1430,275.0,6877
2023-10-30,1487,258.0,7132
2023-10-31,1487,229.0,7064
2023-11-01,831,207.0,7113
2023-11-02,959,67.0,7133
2023-11-03,1531,187.0,7154
2023-11-04,1919,28.0,7036
2023-11-05,2056,90.0,7037
2023-11-06,942,140.0,7152
2023-11-07,1609,63.0,7298
2023-11-08,2288,184.0,7290
2023-11-09,1297,194.0,7236
2023-11-10,2470,179.0,7359
2023-11-11,3007,143.0,7151
2023-11-12,1960,185.0,6932
2023-11-13,2575,183.0,7268
2023-11-14,2399,201.0,7351
2023-11-15,1382,38.0,7287
2023-11-16,1867,187.0,7347
2023-11-17,2026,202.0,7237
2023-11-18,2281,183.0,6997
2023-11-19,2267,165.0,7091
2023-11-20,1924,191.0,7452
2023-11-21,2709,30.0,7574
2023-11-22,773,73.0,7406
2023-11-23,166,30.0,7331
2023-11-24,1500,187.0,7444
2023-11-25,1893,115.0,7218
2023-11-26,1230,129.0,7047
2023-11-27,2113,76.0,7347
2023-11-28,1966,188.0,7273
2023-11-29,1712,118.0,7379
2023-11-30,442,103.0,7298
2023-12-01,2330,97.0,7635
2023-12-02,2229,67.0,7456
2023-12-03,2466,107.0,7331
2023-12-04,2608,108.0,7443
2023-12-05,2835,41.0,7444
2023-12-06,1332,100.0,7274
2023-12-07,1044,16.0,7402
2023-12-08,297,21.0,7475
2023-12-09,1824,39.0,7399
2023-12-10,2086,137.0,7315
2023-12-11,1285,64.0,7493
2023-12-12,2085,162.0,7541
2023-12-13,2809,140.0,7493
2023-12-14,1432,41.0,7424
2023-12-15,2320,71.0,7568
2023-12-16,2056,119.0,7285
2023-12-17,2123,137.0,7258
2023-12-18,1587,21.0,7437
2023-12-19,1522,50.0,7590
2023-12-20,2662,93.0,7616
2023-12-21,2411,96.0,7558
2023-12-22,3142,139.0,7583
2023-12-23,2110,98.0,7351
2023-12-24,2285,175.0,7238
2023-12-25,3022,162.0,7214
2023-12-26,3373,155.0,7186
2023-12-27,2374,122.0,7344
2023-12-28,3245,151.0,7412
2023-12-29,992,142.0,7136
2023-12-30,2735,132.0,7208
2023-12-31,2585,134.0,7014
2024-01-01,1643,144.0,6924
2024-01-02,800,82.0,7400
2024-01-03,1095,83.0,7619
2024-01-04,1744,151.0,7605
2024-01-05,1915,161.0,7556
2024-01-06,1360,86.0,7436
2024-01-07,632,86.0,7481
2024-01-08,1404,126.0,7849
2024-01-09,2715,95.0,7996
2024-01-10,1236,58.0,8191
2024-01-11,1014,65.0,8393
2024-01-12,47,129.0,8318
2024-01-13,107,143.0,7932
2024-01-14,88,145.0,7803
2024-01-15,935,149.0,7944
2024-01-16,1405,83.0,7856
2024-01-17,674,29.0,7986
2024-01-18,986,57.0,8115
2024-01-19,1311,71.0,8181
2024-01-20,921,106.0,7675
2024-01-21,201,98.0,7550
2024-01-22,692,64.0,7817
2024-01-23,1812,145.0,7743
2024-01-24,1709,222.0,7552
2024-01-25,2545,193.0,7621
2024-01-26,2319,240.0,7400
2024-01-27,2635,224.0,7146
2024-01-28,2561,90.0,7077
2024-01-29,2574,72.0,7420
2024-01-30,2668,101.0,7391
2024-01-31,1647,208.0,7294
2024-02-01,1815,237.0,7341
2024-02-02,905,223.0,7209
2024-02-03,1913,44.0,7339
2024-02-04,903,90.0,7327
2024-02-05,151,139.0,7417
2024-02-06,156,74.0,7416
2024-02-07,163,75.0,7469
2024-02-08,36,84.0,7405
2024-02-09,449,202.0,7436
2024-02-10,1724,243.0,7319
2024-02-11,1631,214.0,7142
2024-02-12,1377,171.0,7383
2024-02-13,1400,146.0,7489
2024-02-14,809,266.0,7480
2024-02-15,191,219.0,7473
2024-02-16,1689,373.0,7488
2024-02-17,1998,392.0,7155
2024-02-18,1887,334.0,7063
2024-02-19,1005,379.0,7043
2024-02-20,1441,260.0,7279
2024-02-21,1205,377.0,7227
2024-02-22,2720,340.0,7349
2024-02-23,3303,372.0,7369
2024-02-24,2041,145.0,7126
2024-02-25,2283,231.0,7158
2024-02-26,2006,280.0,7657
2024-02-27,123,268.0,7564
2024-02-28,2700,277.0,7739
2024-02-29,2832,313.0,7630
2024-03-01,784,142.0,7496
2024-03-02,1375,111.0,7445
2024-03-03,1270,334.0,7399
2024-03-04,887,300.0,7663
2024-03-05,235,222.0,7570
2024-03-06,244,309.0,7554
2024-03-07,968,452.0,7491
2024-03-08,2230,434.0,7261
2024-03-09,2714,326.0,7028
2024-03-10,3015,369.0,7025
2024-03-11,2177,432.0,7206
2024-03-12,1551,430.0,7177
2024-03-13,841,287.0,7071
2024-03-14,1368,413.0,7043
2024-03-15,1864,378.0,7076
2024-03-16,355,458.0,6628
2024-03-17,2037,516.0,6699
2024-03-18,1932,508.0,6943
2024-03-19,1156,192.0,7024
2024-03-20,865,153.0,7160
2024-03-21,361,200.0,7229
2024-03-22,504,310.0,7235
2024-03-23,1184,248.0,7104
2024-03-24,869,357.0,7037
2024-03-25,2074,424.0,7353
2024-03-26,1561,457.0,7313
2024-03-27,1780,481.0,7181
2024-03-28,1604,327.0,7266
2024-03-29,593,325.0,7043
2024-03-30,720,501.0,6926
2024-03-31,1018,550.0,6819
2024-04-01,1870,567.0,6937
2024-04-02,2355,305.0,6940
2024-04-03,2614,381.0,6967
2024-04-04,1938,128.0,7003
2024-04-05,609,182.0,6872
2024-04-06,882,242.0,6753
2024-04-07,876,323.0,6640
2024-04-08,2202,473.0,6948
2024-04-09,2693,398.0,7029
2024-04-10,1679,524.0,6949
2024-04-11,1743,457.0,6919
2024-04-12,2072,429.0,6906
2024-04-13,1377,581.0,6662
2024-04-14,1183,594.0,6630
2024-04-15,1962,386.0,7069
2024-04-16,2387,197.0,7321
2024-04-17,2915,377.0,7344
2024-04-18,2031,506.0,7226
2024-04-19,492,534.0,6922
2024-04-20,1291,628.0,6742
2024-04-21,3117,367.0,6932
2024-04-22,2791,431.0,7128
2024-04-23,861,602.0,6846
2024-04-24,1983,418.0,6995
2024-04-25,1811,449.0,7014
2024-04-26,1610,350.0,6958
2024-04-27,1927,394.0,6676
2024-04-28,2811,531.0,6685
2024-04-29,2241,399.0,6871
2024-04-30,1802,272.0,6945
2024-05-01,1294,168.0,6875
2024-05-02,1995,233.0,6832
2024-05-03,489,457.0,6627
2024-05-04,1254,615.0,6397
2024-05-05,1670,255.0,6376
2024-05-06,1962,343.0,6789
2024-05-07,2798,76.0,6968
2024-05-08,2111,279.0,6775
2024-05-09,1004,624.0,6603
2024-05-10,1241,618.0,6672
2024-05-11,1521,577.0,6438
2024-05-12,1515,567.0,6461
2024-05-13,615,320.0,6587
2024-05-14,562,431.0,6620
2024-05-15,1228,480.0,6700
2024-05-16,1714,284.0,6709
2024-05-17,2158,184.0,6739
2024-05-18,1912,507.0,6510
2024-05-19,1347,393.0,6397
2024-05-20,1241,307.0,6459
2024-05-21,786,478.0,6649
2024-05-22,1301,318.0,6712
2024-05-23,198,359.0,6679
2024-05-24,416,510.0,6704
2024-05-25,963,501.0,6602
2024-05-26,1912,438.0,6687
2024-05-27,1470,665.0,6852
2024-05-28,1344,575.0,6751
2024-05-29,2556,458.0,6884
2024-05-30,2339,365.0,6793
2024-05-31,1612,486.0,6587
2024-06-01,1104,538.0,6410
2024-06-02,1176,599.0,6370
2024-06-03,2276,425.0,6838
2024-06-04,2550,587.0,6786
2024-06-05,2602,633.0,6764
2024-06-06,1473,704.0,6655
2024-06-07,1366,662.0,6796
2024-06-08,894,433.0,6603
2024-06-09,645,603.0,6581
2024-06-10,1442,470.0,7058
2024-06-11,1665,575.0,7016
2024-06-12,2105,564.0,6923
2024-06-13,873,667.0,6937
2024-06-14,2462,525.0,7089
2024-06-15,1590,378.0,6752
2024-06-16,1913,201.0,6658
2024-06-17,575,415.0,6839
2024-06-18,451,407.0,6754
2024-06-19,115,627.0,6757
2024-06-20,469,646.0,6809
2024-06-21,450,536.0,6917
2024-06-22,553,711.0,6764
2024-06-23,2098,549.0,6832
2024-06-24,1808,637.0,6956
2024-06-25,1193,661.0,6940
2024-06-26,1715,486.0,7121
2024-06-27,2116,139.0,7168
2024-06-28,1640,464.0,6862
2024-06-29,1542,710.0,6641
2024-06-30,1352,302.0,6685
2024-07-01,1318,406.0,6636
2024-07-02,1413,505.0,6891
2024-07-03,1442,353.0,6873
2024-07-04,669,646.0,7002
2024-07-05,623,627.0,7093
2024-07-06,843,585.0,6899
2024-07-07,322,680.0,7115
2024-07-08,506,612.0,7666
2024-07-09,706,689.0,7916
2024-07-10,1370,628.0,8211
2024-07-11,1028,450.0,8006
2024-07-12,1252,509.0,7465
2024-07-13,868,574.0,7140
2024-07-14,833,513.0,7054
2024-07-15,427,602.0,7627
2024-07-16,337,598.0,7900
2024-07-17,1091,533.0,8145
2024-07-18,692,389.0,8208
2024-07-19,185,578.0,8032
2024-07-20,173,560.0,7714
2024-07-21,349,562.0,7907
2024-07-22,1034,518.0,8293
2024-07-23,1815,568.0,8144
2024-07-24,1086,543.0,7872
2024-07-25,2458,435.0,7353
2024-07-26,2674,530.0,7171
2024-07-27,1317,394.0,6748
2024-07-28,1107,540.0,6951
2024-07-29,1691,503.0,7462
2024-07-30,1034,473.0,7476
2024-07-31,1613,644.0,7740
2024-08-01,941,647.0,7519
2024-08-02,1388,595.0,7492
2024-08-03,1774,482.0,7105
2024-08-04,773,372.0,6900
2024-08-05,840,522.0,6858
2024-08-06,732,221.0,6998
2024-08-07,197,296.0,6978
2024-08-08,336,539.0,6966
2024-08-09,810,615.0,7018
2024-08-10,1072,570.0,6824
2024-08-11,902,511.0,6884
2024-08-12,1069,492.0,7305
2024-08-13,471,527.0,7192
2024-08-14,528,533.0,7129
2024-08-15,682,454.0,7200
2024-08-16,1031,211.0,6973
2024-08-17,463,545.0,6689
2024-08-18,518,516.0,6772
2024-08-19,1213,553.0,7362
2024-08-20,1639,494.0,7383
2024-08-21,1377,457.0,7059
2024-08-22,478,521.0,6980
2024-08-23,1897,401.0,7164
2024-08-24,2494,379.0,6842
2024-08-25,1212,562.0,6700
2024-08-26,1552,554.0,7059
2024-08-27,2592,238.0,7108
2024-08-28,1527,68.0,6959
2024-08-29,1912,578.0,6973
2024-08-30,1330,570.0,6963
2024-08-31,759,595.0,6687
2024-09-01,1307,551.0,6825
2024-09-02,385,519.0,6949
2024-09-03,905,517.0,7171
2024-09-04,890,313.0,6868
2024-09-05,532,562.0,6891
2024-09-06,1195,567.0,7114
2024-09-07,806,559.0,6898
2024-09-08,344,520.0,6808
2024-09-09,2172,297.0,6970
2024-09-10,787,381.0,6564
2024-09-11,1370,180.0,6658
2024-09-12,1800,28.0,6735
2024-09-13,2136,295.0,6717
2024-09-14,1726,350.0,6400
2024-09-15,343,438.0,6315
2024-09-16,348,518.0,6651
2024-09-17,445,229.0,6619
2024-09-18,2019,306.0,6692
2024-09-19,1242,395.0,6631
2024-09-20,1490,110.0,6772
2024-09-21,1128,491.0,6395
2024-09-22,1728,309.0,6493
2024-09-23,1408,435.0,6821
2024-09-24,1605,431.0,6958
2024-09-25,2755,412.0,7258
2024-09-26,2312,353.0,6976
2024-09-27,2447,362.0,7000
2024-09-28,889,442.0,6570
2024-09-29,2346,174.0,6671
2024-09-30,2159,429.0,6883
2024-10-01,2173,263.0,6877
2024-10-02,1379,218.0,6795
2024-10-03,853,447.0,6827
2024-10-04,3001,239.0,7050
2024-10-05,2504,370.0,6818
2024-10-06,1174,324.0,6651
2024-10-07,1610,440.0,6977
2024-10-08,2459,228.0,6982
2024-10-09,802,233.0,6842
2024-10-10,721,339.0,6841
2024-10-11,1218,310.0,6885
2024-10-12,456,373.0,6603
2024-10-13,2589,339.0,6743
2024-10-14,2001,319.0,6728
2024-10-15,1020,156.0,6835
2024-10-16,1508,234.0,6963
2024-10-17,1589,311.0,7025
2024-10-18,2355,295.0,7121
2024-10-19,3344,189.0,7085
2024-10-20,2465,275.0,6957
2024-10-21,2120,38.0,7320
2024-10-22,1235,169.0,7212
2024-10-23,1821,361.0,7310
2024-10-24,1941,313.0,7297
2024-10-25,1206,307.0,7232
2024-10-26,2623,185.0,7060
2024-10-27,3061,240.0,7106
2024-10-28,1957,186.0,7237
2024-10-29,826,159.0,7203
2024-10-30,2131,307.0,7255
2024-10-31,921,260.0,7228
2024-11-01,731,211.0,7205
2024-11-02,1347,206.0,7043
2024-11-03,1237,236.0,6944
2024-11-04,2333,103.0,7309
2024-11-05,2673,76.0,7383
2024-11-06,2734,225.0,7242
2024-11-07,2599,281.0,7169
2024-11-08,3041,143.0,7205
2024-11-09,1247,113.0,6930
2024-11-10,1049,97.0,6969
2024-11-11,3318,113.0,7240
2024-11-12,2758,210.0,7326
2024-11-13,2457,84.0,7305
2024-11-14,2214,87.0,7373
2024-11-15,690,51.0,7447
2024-11-16,1696,170.0,7191
2024-11-17,2890,118.0,7212
2024-11-18,1555,40.0,7515
2024-11-19,980,80.0,7626
2024-11-20,349,45.0,7625
2024-11-21,267,28.0,7669
2024-11-22,108,15.0,7742
2024-11-23,1341,13.0,7770
2024-11-24,1283,65.0,7663
2024-11-25,442,34.0,7868
2024-11-26,575,46.0,7860
2024-11-27,681,45.0,7861
2024-11-28,364,23.0,8095
2024-11-29,313,28.0,8149
2024-11-30,787,31.0,8040
2024-12-01,565,38.0,7949
2024-12-02,2252,73.0,8002
2024-12-03,2502,114.0,7795
2024-12-04,1461,72.0,7829
2024-12-05,2094,180.0,7744
2024-12-06,2721,87.0,7702
2024-12-07,2497,81.0,7398
